ambito,indicador,unidad,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tacna,superficie_sembrada_de_maiz_amarillo_duro,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,638.0,658.0,476.0,609.0,739.0,860.0,284.0,300.0,90.0,68.0,46.0,41.0,31.0,27.0,23.0,38.0,,,,,,,
Tacna,superficie_cosechada_de_maiz_amarillo_duro,Hectárea,2230.0,2551.0,2412.0,2312.0,2190.0,2000.0,1200.0,1300.0,1300.0,1300.0,1350.0,1250.0,1705.0,1755.0,1665.0,1500.0,1010.0,180.0,200.0,310.0,422.0,697.0,697.0,454.0,489.0,645.0,449.0,380.0,571.0,807.0,560.0,462.0,343.0,364.0,581.0,588.0,638.0,651.0,476.0,609.0,739.0,850.0,400.0,300.0,90.0,68.0,46.0,41.0,31.0,27.0,23.0,38.0,,,,,,
Tacna,rendimiento_de_maiz_amarillo_duro,Kilogramos por hectárea,2000.0,2337.0,2314.0,2180.0,2200.0,2300.0,2400.0,2500.0,2500.0,2000.0,2100.0,2100.0,2200.0,2000.0,2100.0,1900.0,1860.0,2500.0,2550.0,2600.0,2358.0,2674.0,2996.0,3000.0,2951.0,2950.0,2784.0,2929.0,3461.0,3449.0,3045.0,2974.0,2656.0,3371.0,3768.0,3645.0,3516.0,3329.0,2624.0,3402.0,3543.0,3569.0,3455.0,3720.0,3722.0,3706.0,3565.0,3317.0,3581.0,3556.0,3130.0,3737.0,3722.0,3000.0,2917.0,2800.0,2476.0,
Tacna,precio_en_chacra_de_maiz_amarillo_duro,Soles por Kilogramo,,,,2.18,2.45,2.63,2.64,2.87,2.55,4.0,3.9,4.6,5.07,7.0,7.5,10.15,12.0,14.94,30.0,55.5,70.0,101.19,183.83,300.5,715.89,1.6,3.54,7.54,53.1,591.64,32470.0,0.17,0.29,0.43,0.66,0.84,0.88,0.86,0.87,0.81,0.75,0.67,0.64,0.7,0.69,0.7,0.72,0.77,0.82,0.85,0.96,1.17,1.08,0.98,1.3,1.2,1.14,
Tacna,produccion_de_maiz_amilaceo,Miles de toneladas métricas,1490.0,2319.0,2171.0,1960.0,1080.0,1200.0,1312.0,1522.0,1595.0,1320.0,1406.0,1070.0,1353.0,1400.0,1169.0,1365.0,878.0,1827.0,2039.0,2859.0,3217.0,2882.0,2698.0,1562.0,1880.0,2238.0,2182.0,2469.0,2819.0,3744.0,2773.0,2735.0,1760.0,2298.0,3638.0,3924.0,3977.0,4377.0,3413.0,4591.0,5335.0,4501.0,3683.0,3058.0,2622.0,2277.0,2310.0,2446.0,1717.0,1897.0,2126.0,1803.0,,,,,,
Tacna,superficie_sembrada_de_maiz_amilaceo,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.0,1832.0,2321.0,2105.0,2368.0,2418.0,2221.0,1536.0,1604.0,1418.0,1254.0,1254.0,1335.0,921.0,867.0,986.0,801.0,,,,,,,
Tacna,superficie_cosechada_de_maiz_amilaceo,Hectárea,1000.0,1256.0,1188.0,1138.0,1200.0,1000.0,1050.0,1050.0,1100.0,1100.0,1125.0,870.0,995.0,875.0,835.0,1050.0,585.0,1210.0,1330.0,1835.0,1875.0,1558.0,1506.0,1192.0,1208.0,1330.0,1196.0,1281.0,1360.0,1802.0,1570.0,1468.0,1148.0,1186.0,1704.0,1745.0,1688.0,1833.0,1532.0,2106.0,2120.0,1893.0,1478.0,1187.0,1039.0,915.0,902.0,971.0,645.0,699.0,819.0,670.0,,,,,,
Tacna,rendimiento_de_maiz_amilaceo,Kilogramos por hectárea,1490.0,1846.0,1827.0,1722.0,900.0,1200.0,1250.0,1450.0,1450.0,1200.0,1250.0,1230.0,1360.0,1600.0,1400.0,1300.0,1501.0,1510.0,1533.0,1558.0,1716.0,1850.0,1792.0,1310.0,1556.0,1683.0,1824.0,1927.0,2073.0,2078.0,1766.0,1863.0,1533.0,1938.0,2135.0,2249.0,2356.0,2388.0,2228.0,2180.0,2517.0,2378.0,2492.0,2576.0,2524.0,2489.0,2561.0,2519.0,2662.0,2713.88,2596.0,2691.0,2922.0,2931.0,2891.0,2110.0,2019.0,
Tacna,precio_en_chacra_de_maiz_amilaceo,Soles por Kilogramo,,,,2.18,2.16,2.26,2.01,2.45,2.0,5.0,6.6,7.0,8.0,7.0,7.5,14.5,14.59,24.93,39.13,57.17,91.74,130.89,181.21,306.13,1255.28,2.47,6.07,9.22,46.41,701.34,42207.0,0.34,0.44,0.95,0.9,1.12,1.26,1.34,1.78,2.09,1.98,1.7,1.75,1.85,1.85,1.72,1.8,1.86,2.19,2.85,3.1,3.09,3.26,3.69,4.08,4.39,4.38,
Tacna,produccion_de_trigo,Miles de toneladas métricas,166.0,232.0,280.0,240.0,150.0,183.0,168.0,245.0,248.0,218.0,184.0,164.0,207.0,211.0,242.0,331.0,477.0,229.0,590.0,387.0,121.0,178.0,527.0,71.0,284.0,671.0,316.0,1266.0,573.0,1552.0,784.0,313.0,155.0,249.0,1478.0,373.0,649.0,239.0,145.0,121.0,61.0,156.0,159.0,34.0,76.0,115.0,162.0,108.0,131.0,72.0,46.0,209.0,,,,,,
Tacna,superficie_sembrada_de_trigo,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,228.0,158.0,75.0,49.0,25.0,58.0,52.0,12.0,39.0,37.0,56.0,39.0,49.0,27.0,17.0,57.0,,,,,,,
Tacna,superficie_cosechada_de_trigo,Hectárea,119.0,162.0,200.0,180.0,100.0,150.0,140.0,190.0,190.0,180.0,150.0,140.0,130.0,125.0,145.0,190.0,205.0,110.0,200.0,135.0,85.0,74.0,206.0,62.0,142.0,227.0,153.0,437.0,223.0,560.0,312.0,144.0,79.0,89.0,560.0,132.0,226.0,156.0,75.0,49.0,25.0,58.0,52.0,12.0,39.0,37.0,56.0,39.0,47.0,27.0,17.0,57.0,,,,,,
Tacna,rendimiento_de_trigo,Kilogramos por hectárea,1395.0,1432.0,1400.0,1333.0,1500.0,1220.0,1200.0,1289.0,1305.0,1211.0,1227.0,1171.0,1592.0,1688.0,1669.0,1742.0,2327.0,2082.0,2950.0,2867.0,1424.0,2405.0,2558.0,1145.0,2000.0,2956.0,2065.0,2897.0,2570.0,2771.0,2513.0,2174.0,1962.0,2798.0,2639.0,2826.0,2872.0,1532.0,1933.0,2469.0,2440.0,2690.0,3058.0,2833.0,1949.0,3108.0,2893.0,2769.0,2787.0,2667.0,2706.0,3667.0,3045.0,2421.0,2636.0,3000.0,2789.0,
Tacna,precio_en_chacra_de_trigo,Soles por Kilogramo,,,,1.8,1.75,1.99,2.66,2.71,2.85,3.36,3.41,4.47,4.88,5.0,5.94,8.71,10.72,13.58,29.98,44.75,79.41,120.0,173.93,838.49,1271.55,2.89,4.58,7.74,57.58,812.22,102418.0,0.22,0.27,0.52,0.4,0.63,0.77,0.79,0.89,0.96,0.8,0.84,0.87,0.88,0.99,0.88,1.06,0.8,0.98,0.91,0.83,1.2,1.32,1.5,1.41,1.4,1.45,
Tacna,produccion_de_cebada_grano,Miles de toneladas métricas,57.0,71.0,72.0,80.0,56.0,60.0,60.0,77.0,75.0,166.0,110.0,62.0,43.0,40.0,32.0,30.0,20.0,10.0,10.0,10.0,15.0,14.0,11.0,8.0,,9.0,11.0,10.0,14.0,14.0,15.0,12.0,10.0,10.0,,8.0,8.0,8.0,5.0,6.0,13.0,24.0,40.0,,16.0,,,,,,,,,,,,,
Tacna,superficie_sembrada_de_cebada_grano,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,5.0,10.0,14.0,26.0,,9.0,,,,,,,,,,,,,,
Tacna,superficie_cosechada_de_cebada_grano,Hectárea,49.0,60.0,60.0,70.0,50.0,60.0,60.0,70.0,70.0,150.0,110.0,65.0,45.0,40.0,35.0,30.0,20.0,10.0,10.0,10.0,14.0,12.0,10.0,8.0,,6.0,7.0,6.0,8.0,8.0,9.0,7.0,6.0,6.0,,4.0,4.0,4.0,4.0,5.0,10.0,14.0,18.0,,9.0,,,,,,,,,,,,,
Tacna,rendimiento_de_cebada_grano,Kilogramos por hectárea,1163.0,1183.0,1200.0,1143.0,1120.0,1000.0,1000.0,1100.0,1071.0,1107.0,1000.0,954.0,956.0,1000.0,914.0,1000.0,1000.0,1000.0,1000.0,1000.0,1071.0,1167.0,1100.0,1000.0,,1500.0,1571.0,1667.0,1750.0,1750.0,1667.0,1714.0,1667.0,1667.0,,2000.0,2000.0,2000.0,1250.0,1200.0,1300.0,1714.0,2222.0,,1778.0,,,,,,,,1500.0,1500.0,,,,
Tacna,precio_en_chacra_de_cebada_grano,Soles por Kilogramo,,,,1.6,1.45,1.88,1.5,1.79,2.45,3.55,3.54,3.92,4.19,5.0,5.0,6.0,6.5,12.0,20.0,35.0,49.93,84.86,150.0,300.0,,1.2,2.0,6.0,23.0,736.0,59360.0,0.24,0.35,0.4,,0.4,0.55,0.6,0.67,0.7,0.79,0.8,0.76,,0.9,,,,,,,,2.5,2.6,,,,
Tacna,produccion_de_quinua,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,
Tacna,superficie_sembrada_de_quinua,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,
Tacna,superficie_cosechada_de_quinua,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,
Tacna,rendimiento_de_quinua,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0,1508.0,1791.0,2108.0,2357.0,2006.0,
Tacna,precio_en_chacra_de_quinua,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,4.85,9.7,7.21,5.07,4.3,
Tacna,precio_promedio_en_chacra_de_avena_grano,Nuevos soles por kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,produccion_de_papa,Miles de toneladas métricas,7571.0,7346.0,8300.0,7860.0,6180.0,9660.0,9625.0,13435.0,13220.0,11568.0,13960.0,13270.0,9742.0,8109.0,7931.0,11202.0,10798.0,6376.0,7594.0,12716.0,13602.0,14158.0,10801.0,7727.0,11195.0,12328.0,13258.0,12606.0,16836.0,14898.0,11817.0,12673.0,6442.0,9770.0,18030.0,19400.0,22514.0,21972.0,17010.0,17539.0,17670.0,17924.0,14680.0,10776.0,7786.0,11370.0,11715.0,13223.0,9934.0,8361.0,8036.0,6432.0,,,,,,
Tacna,superficie_sembrada_de_papa,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.0,1296.0,1289.0,1033.0,1009.0,1026.0,1076.0,761.0,741.0,860.0,660.0,701.0,746.0,791.0,540.0,579.0,387.0,,,,,,,
Tacna,superficie_cosechada_de_papa,Hectárea,1480.0,1441.0,1600.0,1600.0,1250.0,1600.0,1600.0,1750.0,1700.0,1620.0,1660.0,1630.0,1475.0,1270.0,1220.0,1340.0,1285.0,685.0,735.0,1035.0,927.0,864.0,873.0,762.0,850.0,976.0,1007.0,956.0,1144.0,1108.0,1148.0,947.0,723.0,748.0,1161.0,1202.0,1296.0,1281.0,1029.0,1004.0,1026.0,1049.0,910.0,741.0,506.0,652.0,701.0,746.0,637.0,540.0,579.0,386.0,,,,,,
Tacna,rendimiento_de_papa,Kilogramos por hectárea,5116.0,5098.0,5188.0,4913.0,4944.0,6038.0,6016.0,7677.0,7776.0,7141.0,8410.0,8141.0,6605.0,6385.0,6501.0,8360.0,8403.0,9308.0,10332.0,12286.0,14673.0,16387.0,12372.0,10140.0,13171.0,12631.0,13166.0,13186.0,14717.0,13446.0,10294.0,13382.0,8910.0,13061.0,15530.0,16140.0,17372.0,17152.0,16531.0,17469.0,17222.0,17087.0,16132.0,14543.0,15387.0,17439.0,16712.0,17725.0,15595.0,15483.0,13879.0,16720.0,17341.0,17538.0,16401.0,19416.0,16620.0,
Tacna,precio_en_chacra_de_papa,Soles por Kilogramo,,,,1.75,1.77,2.12,2.12,1.69,2.57,3.5,3.96,3.74,4.57,5.0,5.5,7.11,9.68,17.39,25.0,39.51,83.15,76.59,118.22,462.93,640.61,1.12,3.24,5.38,19.75,788.07,37791.0,0.2,0.38,0.46,0.46,0.42,0.8,0.55,0.77,0.61,0.46,0.71,0.5,0.68,0.72,0.51,0.85,0.75,0.86,1.04,0.87,0.92,0.97,1.08,1.14,1.35,1.75,
Tacna,produccion_de_yuca,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_sembrada_de_yuca,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_cosechada_de_yuca,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,rendimiento_de_yuca,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,precio_en_chacra_de_yuca,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,produccion_de_camote,Miles de toneladas métricas,84.0,650.0,800.0,800.0,65.0,60.0,60.0,70.0,54.0,60.0,74.0,90.0,85.0,113.0,103.0,135.0,150.0,792.0,848.0,1160.0,3197.0,3297.0,3501.0,2831.0,3120.0,3330.0,3921.0,3486.0,3550.0,2751.0,2034.0,2337.0,2000.0,2160.0,2185.0,2094.0,958.0,863.0,725.0,672.0,784.0,754.0,971.0,1168.0,1338.0,830.0,258.0,117.0,115.0,214.0,230.0,183.0,,,,,,
Tacna,superficie_sembrada_de_camote,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,63.0,61.0,60.0,56.0,61.0,63.0,54.0,86.0,97.0,80.0,25.0,11.0,10.0,22.0,22.0,15.0,,,,,,,
Tacna,superficie_cosechada_de_camote,Hectárea,14.0,100.0,120.0,120.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0,25.0,25.0,30.0,25.0,90.0,85.0,90.0,261.0,264.0,272.0,255.0,260.0,270.0,286.0,249.0,250.0,210.0,180.0,205.0,174.0,180.0,190.0,182.0,63.0,61.0,60.0,56.0,61.0,63.0,66.0,86.0,97.0,80.0,25.0,11.0,10.0,22.0,22.0,15.0,,,,,,
Tacna,precio_en_chacra_de_camote,Soles por Kilogramo,,,,0.76,0.8,0.8,1.5,1.8,2.5,2.9,3.47,3.8,4.95,3.98,5.0,6.5,7.0,9.98,18.0,38.0,52.91,95.0,110.0,219.1,450.0,0.9,3.0,8.0,15.0,218.0,20736.0,0.08,0.15,0.23,0.39,0.52,0.45,0.35,0.68,0.37,0.51,0.58,0.43,0.51,0.54,0.55,0.65,0.7,0.95,0.7,0.84,0.79,1.28,1.11,1.41,1.17,1.46,
Tacna,produccion_de_oca,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_sembrada_de_oca,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_cosechada_de_oca,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,rendimiento_de_oca,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,precio_en_chacra_de_oca,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,produccion_de_olluco,Miles de toneladas métricas,,,,,105.0,400.0,494.0,686.0,560.0,640.0,528.0,440.0,155.0,80.0,80.0,80.0,,,,,4.0,4.0,4.0,4.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_sembrada_de_olluco,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,superficie_cosechada_de_olluco,Hectárea,,,,,30.0,100.0,130.0,140.0,140.0,160.0,120.0,110.0,40.0,20.0,20.0,20.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Tacna,rendimiento_de_olluco,Kilogramos por hectárea,,,,,3500.0,4000.0,3800.0,4900.0,4000.0,4000.0,4400.0,4000.0,3875.0,4000.0,4000.0,4000.0,,,,,4000.0,4000.0,4000.0,4000.0,4000.0,4500.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_arroz_cascara,Soles por Kilogramo,,,,1.81,2.17,2.45,2.9,3.17,5.45,5.1,5.1,5.0,5.0,5.0,6.0,8.8,9.0,14.4,21.41,46.0,78.0,124.36,194.06,300.0,700.0,2.07,3.36,6.17,18.37,854.39,27051.0,0.2,0.29,0.42,0.45,0.56,0.7,0.66,0.8,0.64,0.63,0.68,0.52,0.6,1.11,0.65,0.7,1.02,1.19,0.78,0.9,1.2,0.96,0.99,1.2,1.22,1.36,
Tumbes,produccion_de_maiz_amarillo_duro,Miles de toneladas métricas,2871.0,3968.0,1800.0,3200.0,4500.0,6500.0,5632.0,4986.0,3360.0,3198.0,1300.0,941.0,1644.0,2514.0,1500.0,2538.0,2400.0,2766.0,1219.0,746.0,825.0,379.0,242.0,218.0,1630.0,487.0,661.0,1110.0,1134.0,1604.0,1086.0,496.0,1444.0,1045.0,674.0,645.0,466.0,535.0,2092.0,2332.0,2492.0,2193.0,3351.0,1554.0,1259.0,457.0,2497.0,1431.0,2211.0,3009.76,3480.95,931.09,,,,,,
Tumbes,superficie_sembrada_de_maiz_amarillo_duro,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,215.0,263.0,832.95,1419.2,944.55,903.05,1093.55,978.15,706.6,260.05,1078.5,770.55,999.5,1203.2,1345.4,1029.9,,,,,,,
Tumbes,superficie_cosechada_de_maiz_amarillo_duro,Hectárea,1305.0,1240.0,600.0,1240.0,1500.0,2500.0,2150.0,1800.0,1200.0,1350.0,500.0,360.0,660.0,870.0,600.0,940.0,800.0,1015.0,422.0,287.0,275.0,125.0,92.0,91.0,593.0,168.0,227.0,443.0,455.0,616.0,410.0,182.0,564.0,431.0,267.0,265.0,194.0,196.0,976.0,960.0,806.0,739.0,1088.0,606.0,630.0,186.0,932.0,678.0,834.0,1179.7,1223.8,405.0,,,,,,
Tumbes,rendimiento_de_maiz_amarillo_duro,Kilogramos por hectárea,2200.0,3200.0,3000.0,2581.0,3000.0,2600.0,2620.0,2770.0,2800.0,2369.0,2600.0,2614.0,2491.0,2890.0,2500.0,2700.0,3000.0,2725.0,2889.0,2599.0,3000.0,3032.0,2630.0,2396.0,2749.0,2899.0,2912.0,2506.0,2492.0,2604.0,2649.0,2725.0,2560.0,2425.0,2524.0,2434.0,2402.0,2730.0,2144.0,2429.0,3092.0,2968.0,3080.0,2565.0,1998.0,2456.0,2679.0,2110.0,2649.0,2551.0,2844.0,2299.0,2910.0,3042.0,1005.0,2848.0,3112.0,
Tumbes,precio_en_chacra_de_maiz_amarillo_duro,Soles por Kilogramo,,,,1.57,1.5,1.8,1.6,1.95,2.9,2.88,2.8,2.84,3.1,4.0,6.9,7.0,7.5,8.6,25.84,32.8,77.0,121.77,129.4,314.31,539.23,2.25,3.35,5.26,48.43,619.05,48913.0,0.15,0.21,0.28,0.37,0.42,0.49,0.53,0.55,0.52,0.52,0.51,0.48,0.56,0.62,0.58,0.55,0.68,0.76,0.71,0.7,0.86,0.69,0.89,0.91,1.0,0.99,
Tumbes,produccion_de_maiz_amilaceo,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,21.0,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_sembrada_de_maiz_amilaceo,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_cosechada_de_maiz_amilaceo,Hectárea,,,,,,,,,,,,,,,,,,21.0,22.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,rendimiento_de_maiz_amilaceo,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,1000.0,909.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_maiz_amilaceo,Soles por Kilogramo,,,,,,,,,,,,,,,,,,12.05,15.0,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,produccion_de_trigo,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_sembrada_de_trigo,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_cosechada_de_trigo,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,rendimiento_de_trigo,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_trigo,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,produccion_de_cebada_grano,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_sembrada_de_cebada_grano,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_cosechada_de_cebada_grano,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,rendimiento_de_cebada_grano,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_cebada_grano,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,produccion_de_quinua,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_sembrada_de_quinua,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_cosechada_de_quinua,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,rendimiento_de_quinua,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_quinua,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_promedio_en_chacra_de_avena_grano,Nuevos soles por kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,produccion_de_papa,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_sembrada_de_papa,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,superficie_cosechada_de_papa,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,rendimiento_de_papa,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,precio_en_chacra_de_papa,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumbes,produccion_de_yuca,Miles de toneladas métricas,7560.0,5320.0,5600.0,6540.0,3500.0,4250.0,3901.0,3266.0,756.0,1600.0,650.0,215.0,413.0,628.0,1200.0,1368.0,1150.0,645.0,1086.0,230.0,365.0,75.0,184.0,,422.0,688.0,688.0,707.0,522.0,850.0,1156.0,336.0,330.0,720.0,802.0,561.0,579.0,420.0,142.0,652.0,1467.0,1108.0,606.0,249.0,264.0,417.0,385.0,705.0,409.0,451.93,916.38,759.96,,,,,,
Tumbes,superficie_sembrada_de_yuca,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,47.0,52.5,35.0,63.0,153.65,122.58,67.25,27.9,47.1,41.1,89.75,65.5,53.6,46.9,102.9,88.9,,,,,,,
Tumbes,superficie_cosechada_de_yuca,Hectárea,489.0,380.0,400.0,420.0,350.0,500.0,585.0,470.0,120.0,265.0,130.0,50.0,55.0,85.0,200.0,120.0,100.0,101.0,137.0,43.0,71.0,15.0,35.0,,72.0,64.0,64.0,70.0,51.0,78.0,110.0,37.0,35.0,79.0,78.0,65.0,55.0,40.0,17.0,60.0,136.0,101.0,65.0,29.0,31.0,50.0,46.0,71.0,45.0,50.0,94.4,82.7,,,,,,
Tumbes,rendimiento_de_yuca,Kilogramos por hectárea,15464.0,14000.0,14000.0,15571.0,10000.0,8500.0,6668.0,6949.0,6300.0,6038.0,5000.0,4300.0,7509.0,7388.0,6000.0,11400.0,11500.0,6386.0,7927.0,5349.0,5141.0,5000.0,5257.0,,5861.0,10750.0,10750.0,10100.0,10235.0,10897.0,10509.0,9081.0,9429.0,9114.0,10282.0,8631.0,10527.0,10628.0,8606.0,10957.0,10753.0,10936.0,9345.0,8497.0,8596.0,8377.0,8424.0,9936.0,9063.0,9111.0,9707.0,10217.0,10069.0,10549.0,16656.0,16045.0,16311.0,
Tumbes,precio_en_chacra_de_yuca,Soles por Kilogramo,,,,0.98,1.12,1.15,0.9,1.23,1.6,1.7,1.8,2.6,2.35,3.0,4.35,6.15,6.5,6.55,20.42,19.99,45.99,65.0,77.9,,350.0,0.66,3.15,3.59,20.19,349.0,27204.0,0.12,0.18,0.24,0.27,0.38,0.41,0.38,0.44,0.57,0.37,0.47,0.43,0.41,0.48,0.4,0.48,0.53,0.64,0.69,0.68,0.85,0.74,0.72,0.85,0.88,0.71,
